,usage_type,fuel_type,energy_kwh
2289,commercial,electric,744.242841800755
2290,residential,electric,191.91431264832084
2291,residential,electric,242.76784675240702
2292,residential,electric,134.80322123137327
2293,industrial,electric,47069.97831201626
2294,residential,electric,148.1188075676363
2295,residential,electric,178.25657207578965
2296,residential,electric,291.6165344040279
2297,industrial,electric,62953.97976467112
2298,residential,electric,224.07341529606776
2299,other,electric,9773.469282302409
2300,agriculture,electric,969.3967202909533
2301,residential,electric,115.27473640017003
2302,residential,electric,200.97413039032918
2303,residential,electric,137.80547977189005
2304,commercial,electric,607.1684121579722
2305,residential,electric,126.0868882023025
2306,industrial,electric,47652.71440746159
2307,residential,electric,138.16428556367777
2308,residential,electric,154.3762031167716
2309,residential,electric,151.77976372475698
2310,residential,electric,284.9786746273964
2311,residential,electric,249.2190255590929
2312,residential,electric,178.64802274488878
2313,commercial,electric,1767.8836041448278
2314,commercial,electric,1129.3443719025067
2315,residential,electric,167.67708862254727
2316,commercial,electric,1224.8191059202186
2317,residential,electric,255.59813178854174
2318,commercial,electric,2550.446832977566
2319,agriculture,electric,797.2746277376187
2320,commercial,electric,959.7836441573103
2321,residential,electric,98.15843539395028
2322,residential,electric,150.2962739221972
2323,agriculture,electric,975.4922955276958
2324,residential,electric,142.60768211297895
2325,residential,electric,210.5821219383544
2326,industrial,electric,35762.482114692124
2327,commercial,electric,1216.0085226624653
2328,commercial,electric,1456.0888295341717
2329,residential,electric,149.91774463078409
2330,residential,electric,128.50903160396447
2331,commercial,electric,1468.0571560335272
2332,commercial,electric,1522.2796497499978
2333,residential,electric,121.36184440861265
2334,industrial,electric,40476.719246955174
2335,residential,electric,192.05850559349082
2336,residential,electric,159.45765495225123
2337,residential,electric,161.70160394220505
2338,residential,electric,124.72852873440836
2339,commercial,electric,2851.536550693423
2340,other,electric,3800.629866655043
2341,residential,electric,136.6108483004683
2342,commercial,electric,1445.336459536595
2343,residential,electric,144.255667340067
2344,residential,electric,140.1606929053941
2345,agriculture,electric,837.9199264464854
2346,residential,electric,216.91073427935382
2347,residential,electric,205.06400023115114
2348,residential,electric,201.97428274182266
2349,residential,electric,149.6128909049374
2350,other,electric,7561.036490045804
2351,residential,electric,196.64723552793
2352,commercial,electric,1210.3928583656686
2353,residential,electric,154.44941446836626
2354,commercial,electric,1711.3218383971089
2355,commercial,electric,1417.7300421368213
2356,residential,electric,194.5227668501233
2357,commercial,electric,1743.2868511384036
2358,agriculture,electric,625.439565332914
2359,residential,electric,207.08251833132033
2360,residential,electric,265.256576184075
2361,residential,electric,125.87096889867611
2362,commercial,electric,1810.973511964928
2363,residential,electric,163.730031070819
2364,other,electric,3639.4289300505193
2365,residential,electric,262.3428322155237
2366,commercial,electric,1461.6097699731354
2367,residential,electric,161.01554404800117
2368,residential,electric,216.15785064562013
2369,residential,electric,148.3492689159529
2370,residential,electric,213.99357038711017
2371,residential,electric,257.84432652262484
2372,industrial,electric,51880.92355659917
2373,residential,electric,100.55271268435186
2374,commercial,electric,806.3453110124815
2375,commercial,electric,1747.5221286965516
2376,residential,electric,228.60970999088215
2377,other,electric,2951.086618177145
2378,agriculture,electric,489.10866200000436
2379,residential,electric,195.6925827540242
2380,commercial,electric,1392.380575784807
2381,residential,electric,175.87082519677412
2382,residential,electric,86.22087306765216
2383,residential,electric,155.69527981580504
2384,residential,electric,98.3975277722558
2385,residential,electric,175.5825083252892
2386,residential,electric,180.23066948722848
2387,residential,electric,169.71111118951754
2388,residential,electric,236.30002319005808
2389,commercial,electric,1166.6358836421293
2390,commercial,electric,2070.483778243918
2391,commercial,electric,1102.3310619142435
2392,residential,electric,151.31296172424032
2393,residential,electric,191.2181033320832
2394,commercial,electric,1936.8191618947344
2395,residential,electric,211.1338419224193
2396,residential,electric,111.87086508740681
2397,residential,electric,243.73653986953778
2398,commercial,electric,1697.1500710142002
2399,residential,electric,100.10538139842375
2400,commercial,electric,1617.9902458754968
2401,residential,electric,178.5380711191435
2402,residential,electric,128.07199050736062
2403,other,electric,4491.076951662369
2404,commercial,electric,1213.074157435866
2405,residential,electric,232.15828763355336
2406,residential,electric,89.62620266928595
2407,commercial,electric,1129.4687839450964
2408,agriculture,electric,1088.868225504629
2409,residential,electric,312.74414314917937
2410,residential,electric,223.84255245899317
2411,residential,electric,210.6961154650486
2412,industrial,electric,79487.9727188645
2413,residential,electric,167.72243231001409
2414,commercial,electric,1454.7347124249302
2415,residential,electric,205.46495679040146
2416,residential,electric,221.87153372747923
2417,residential,electric,163.9966931749206
2418,commercial,electric,2535.816978081117
2419,residential,electric,252.62877766881593
2420,residential,electric,208.8965575323184
2421,commercial,electric,1761.8758190904089
2422,residential,electric,221.64370503617022
2423,residential,electric,201.57367690348934
2424,commercial,electric,1813.5398046552202
2425,agriculture,electric,700.6112315050844
2426,residential,electric,162.9325637403979
2427,residential,electric,127.2264357173497
2428,residential,electric,141.55080070792155
2429,residential,electric,136.35352139601858
2430,residential,electric,101.83969357104536
2431,residential,electric,258.44607306257683
2432,residential,electric,184.38729281744642
2433,commercial,electric,1543.1100589490648
2434,residential,electric,189.02424259511523
2435,commercial,electric,1545.9916354953564
2436,industrial,electric,20294.79109400009
2437,residential,electric,299.90290208199013
2438,residential,electric,249.98594699435944
2439,residential,electric,124.20153463023361
2440,residential,electric,296.97247895821255
2441,commercial,electric,1068.878684403837
2442,residential,electric,189.29758264421332
2443,industrial,electric,12970.103265624566
2444,residential,electric,148.731076296942
2445,commercial,electric,1274.1005903728926
2446,residential,electric,170.86055281637343
2447,residential,electric,249.085076438953
2448,commercial,electric,1085.668438676349
2449,agriculture,electric,629.1471855741731
2450,residential,electric,163.22928570375717
2451,commercial,electric,1456.7192531546546
2452,residential,electric,120.5827725395701
2453,residential,electric,276.50531100528536
2454,residential,electric,176.51856780974614
2455,residential,electric,135.99888386766548
2456,residential,electric,234.74837619586333
2457,residential,electric,163.27925693113906
2458,residential,electric,253.32896739482308
2459,commercial,electric,676.8431187345375
2460,residential,electric,236.64970428104982
2461,agriculture,electric,863.622258830008
2462,residential,electric,228.3702066372289
2463,industrial,electric,40142.06038975785
2464,residential,electric,223.08070924916416
2465,residential,electric,252.05698161082861
2466,residential,electric,181.00240856170177
2467,residential,electric,161.0166308164389
2468,residential,electric,218.8229984323416
2469,residential,electric,157.7174580289674
2470,agriculture,electric,728.7292005329531
2471,residential,electric,270.3438355813172
2472,residential,electric,175.78762849698657
2473,commercial,electric,1701.7168291686887
2474,residential,electric,187.4655400522472
2475,agriculture,electric,509.7251550260627
2476,industrial,electric,24453.914601349166
2477,residential,electric,217.18596626193263
2478,residential,electric,90.63860981079976
2479,residential,electric,184.04187992765645
2480,residential,electric,213.31028099027353
2481,commercial,electric,1631.452654040867
2482,commercial,electric,1290.7248709899313
2483,commercial,electric,1317.3616840302575
2484,residential,electric,113.09467027836348
2485,residential,electric,144.12362251809003
2486,commercial,electric,2719.183047809032
2487,residential,electric,131.46582242302307
2488,industrial,electric,27053.570166356498
2489,commercial,electric,1244.5590240341849
2490,industrial,electric,11594.68013653991
2491,residential,electric,182.2952107532812
2492,commercial,electric,1369.0217277780782
2493,residential,electric,114.70999033973867
2494,industrial,electric,51000.549198084154
2495,commercial,electric,605.8104083301415
2496,commercial,electric,2588.501534279741
2497,residential,electric,168.90994693182586
2498,residential,electric,239.7225539978164
2499,residential,electric,258.08564242083133
2500,other,electric,4614.910543320941
2501,industrial,electric,28841.210254899524
2502,residential,electric,222.4180276081618
2503,residential,electric,196.83714438702611
2504,residential,electric,214.0968230811453
2505,residential,electric,236.77939953047132
2506,residential,electric,231.30296917883
2507,residential,electric,93.33532034732544
2508,other,electric,5821.363886048327
2509,residential,electric,168.01715463559327
2510,industrial,electric,79191.63381559028
2511,commercial,electric,693.9864250449427
2512,commercial,electric,738.5339291759485
2513,industrial,electric,30052.97001886973
2514,other,electric,9297.97324070353
2515,industrial,electric,19151.643679684305
2516,agriculture,electric,683.5155908398438
2517,residential,electric,141.15703121346817
2518,residential,electric,166.76442081790023
2519,industrial,electric,54815.55986680438
2520,residential,electric,165.72017019641893
2521,residential,electric,121.81835896599439
2522,residential,electric,239.35571699682802
2523,industrial,electric,29990.273661310064
2524,residential,electric,313.64152653577037
2525,industrial,electric,16749.381353035686
2526,commercial,electric,1307.9655184079504
2527,industrial,electric,81712.34937615464
2528,agriculture,electric,690.3712105147856
2529,residential,electric,115.13819953991651
2530,commercial,electric,2161.0393054867086
2531,residential,electric,198.4940737169418
2532,other,electric,2209.9586427533836
2533,agriculture,electric,736.3360884534294
2534,agriculture,electric,626.0066076099088
2535,residential,electric,129.41446560745115
2536,residential,electric,155.54914160642863
2537,residential,electric,257.5949266477329
2538,commercial,electric,572.4266054110321
2539,residential,electric,175.3444674385148
2540,residential,electric,222.25589530810282
2541,residential,electric,213.9415020389361
2542,commercial,electric,1210.3933269480224
2543,commercial,electric,712.3011697956896
2544,residential,electric,208.65830736724553
2545,agriculture,electric,492.6166434104144
2546,residential,electric,136.4201597231946
2547,commercial,electric,2229.785130173483
2548,residential,electric,154.62653536120695
2549,residential,electric,96.50530021152849
2550,residential,electric,106.58950631603855
2551,residential,electric,250.93221039215362
2552,residential,electric,199.96834165624182
2553,commercial,electric,1056.5706553481007
2554,residential,electric,119.41162909353744
2555,residential,electric,114.74581802526954
2556,industrial,electric,46495.35307615349
2557,residential,electric,206.09105151954253
2558,residential,electric,226.67252702292123
2559,commercial,electric,2430.2049710780407
2560,commercial,electric,1931.4354344706328
2561,residential,electric,114.3373518726467
2562,industrial,electric,16234.19534720253
2563,commercial,electric,1206.656316357178
2564,industrial,electric,24805.32425802761
2565,residential,electric,253.0125773864253
2566,residential,electric,200.5094874971266
2567,residential,electric,180.14835383642068
2568,residential,electric,207.94055789920432
2569,residential,electric,165.5063585143171
2570,residential,electric,143.81356714013762
2571,residential,electric,370.26592025542493
2572,residential,electric,209.87888358840004
2573,industrial,electric,50584.66358112922
2574,residential,electric,118.47071524061815
2575,residential,electric,102.10117053121063
2576,residential,electric,179.94380128100835
2577,residential,electric,132.12969732635668
2578,commercial,electric,1926.4821547827105
2579,residential,electric,141.2214165120594
2580,residential,electric,149.8591960066604
2581,residential,electric,140.46226255049308
2582,residential,electric,230.11945142750992
2583,agriculture,electric,780.0672201543965
2584,residential,electric,125.02464619533055
2585,commercial,electric,1093.1028458406656
2586,residential,electric,153.5021409376038
2587,residential,electric,166.12422227036717
2588,residential,electric,351.4808285976137
2589,residential,electric,229.84964238199038
2590,residential,electric,118.63626898055797
2591,residential,electric,177.5394423189112
2592,residential,electric,129.77885857196105
2593,residential,electric,195.02485102286053
2594,residential,electric,123.85462453770033
2595,other,electric,7469.388933713636
2596,residential,electric,255.7000213087392
2597,other,electric,2409.1151317917565
2598,residential,electric,126.06166815274142
2599,residential,electric,168.15206975213565
2600,residential,electric,169.42613665635807
2601,commercial,electric,1147.1676500579783
2602,residential,electric,232.13262877317572
2603,commercial,electric,883.8442738833168
2604,residential,electric,232.87024255859862
2605,agriculture,electric,382.737592133298
2606,residential,electric,141.46609434941166
2607,residential,electric,94.32723727132914
2608,commercial,electric,1217.1130108586626
2609,other,electric,8223.04202201916
2610,residential,electric,150.50922290466355
2611,other,electric,6889.116543322106
2612,residential,electric,171.49424273282204
2613,residential,electric,213.02275565870949
2614,agriculture,electric,409.01902828023566
2615,residential,electric,181.03202934831887
2616,residential,electric,151.4351430965235
2617,commercial,electric,1464.5895588540225
2618,residential,electric,98.13713503728174
2619,other,electric,4071.9062232856736
2620,residential,electric,233.33127446281594
2621,residential,electric,157.873152617301
2622,residential,electric,387.11048651658626
2623,residential,electric,199.18825120950436
2624,commercial,electric,2760.3129279304767
2625,residential,electric,158.63497367091452
2626,residential,electric,107.60006160329705
2627,residential,electric,177.3265729683316
2628,industrial,electric,32607.49293534004
2629,industrial,electric,31689.80997629388
2630,residential,electric,201.44227674965873
2631,residential,electric,223.98995115669553
2632,residential,electric,171.73156181201537
2633,residential,electric,243.34532487979516
2634,residential,electric,197.82713178510645
2635,residential,electric,225.3210200294685
2636,residential,electric,157.5857983646641
2637,residential,electric,201.56747345885012
2638,residential,electric,245.8974971368395
2639,residential,electric,120.14592038079077
2640,residential,electric,157.69628938868067
2641,residential,electric,154.49795233800833
2642,residential,electric,174.15754167532776
2643,commercial,electric,1281.01058241887
2644,residential,electric,162.78611796109627
2645,residential,electric,200.2194841234558
2646,commercial,electric,532.0147698368065
2647,residential,electric,89.14747308405738
2648,commercial,electric,1272.2042047048446
2649,residential,electric,174.03635362176533
2650,industrial,electric,35697.152809043786
2651,commercial,electric,1013.0724046788143
2652,industrial,electric,37576.57114990672
2653,residential,electric,165.7161484428032
2654,residential,electric,145.94592889835621
2655,residential,electric,263.9493608032326
2656,commercial,electric,1968.0029859407516
2657,residential,electric,199.98933857468427
2658,residential,electric,114.67362832371535
2659,commercial,electric,1102.919162097185
2660,other,electric,3368.6968257187455
2661,residential,electric,219.85423516244737
2662,residential,electric,126.95898519555021
2663,residential,electric,105.98211379086918
2664,residential,electric,221.1647740703207
2665,residential,electric,115.39443834515686
2666,residential,electric,253.04166598833334
2667,residential,electric,183.44495589998795
2668,residential,electric,209.95702333395505
2669,commercial,electric,1161.769110831629
2670,residential,electric,85.24261344986613
2671,residential,electric,254.03685940072427
2672,residential,electric,165.54505822867267
2673,residential,electric,114.48638961433043
2674,residential,electric,294.73873012203074
2675,industrial,electric,45968.43469371445
2676,residential,electric,159.07170518049844
2677,residential,electric,181.53896291595953
2678,residential,electric,304.3867864921499
2679,residential,electric,99.48189819499599
2680,residential,electric,148.04595840151111
2681,residential,electric,159.22641561304476
2682,other,electric,3532.3064534935897
2683,commercial,electric,1477.3113613671262
2684,residential,electric,183.49034406194556
2685,residential,electric,225.61549341118635
2686,industrial,electric,18390.887267329857
2687,residential,electric,282.7087291877246
2688,residential,electric,120.29918052481683
2689,residential,electric,234.04597774334314
2690,industrial,electric,115338.02908138592
2691,residential,electric,238.42946060904396
2692,commercial,electric,2813.0521355113287
2693,commercial,electric,765.0244627902703
2694,residential,electric,266.67967986024684
2695,commercial,electric,2022.541966361849
2696,commercial,electric,1998.1797324173538
2697,residential,electric,117.48200722574686
2698,commercial,electric,1858.6670995511445
2699,residential,electric,177.01031216854167
2700,industrial,electric,45663.902621263594
2701,commercial,electric,1084.4626273062397
2702,residential,electric,179.89766609131598
2703,commercial,electric,1340.8312618968248
2704,commercial,electric,623.0852802070413
2705,residential,electric,275.4510422166155
2706,commercial,electric,1607.7556837005282
2707,residential,electric,117.43188613971705
2708,residential,electric,180.80159411258205
2709,residential,electric,128.37534340646118
2710,residential,electric,207.23928864840212
2711,commercial,electric,1138.338509083479
2712,commercial,electric,1332.1752820190493
2713,commercial,electric,2105.6714746920475
2714,residential,electric,154.6055807265598
2715,residential,electric,259.8430935012482
2716,other,electric,4277.0486726543995
2717,residential,electric,211.88224319380947
2718,residential,electric,189.28222298279076
2719,industrial,electric,46879.391657121385
2720,industrial,electric,59344.39320329657
2721,other,electric,5084.925655264073
2722,residential,electric,256.78220479142016
2723,residential,electric,233.62120903607894
2724,commercial,electric,1800.341868094119
2725,other,electric,4505.637975987206
2726,residential,electric,173.77169516663812
2727,residential,electric,108.59729635778119
2728,agriculture,electric,664.4716696227764
2729,residential,electric,192.17538810727658
2730,industrial,electric,21467.239818024533
2731,commercial,electric,1746.6048089210144
2732,agriculture,electric,624.1547670107108
2733,industrial,electric,27042.947538411343
2734,residential,electric,131.85279597517325
2735,residential,electric,206.5128887486672
2736,commercial,electric,1887.4808303960351
2737,residential,electric,186.21267007989317
2738,industrial,electric,76411.62911513774
2739,industrial,electric,26478.331657518826
2740,residential,electric,189.04155809742844
2741,other,electric,6584.029662611643
2742,commercial,electric,1495.6010046390395
2743,industrial,electric,46681.00565420553
2744,residential,electric,157.69335873443745
2745,commercial,electric,1383.130875485704
2746,residential,electric,183.92102741499937
2747,commercial,electric,1249.77758535612
2748,residential,electric,213.20182944415143
2749,residential,electric,230.15360295386
2750,residential,electric,175.56048074613255
2751,commercial,electric,929.8138090365992
2752,residential,electric,224.1071714368762
2753,agriculture,electric,1041.6013812957556
2754,residential,electric,115.884541275457
2755,residential,electric,223.28059073764985
2756,residential,electric,189.08680856315817
2757,residential,electric,165.49896201886327
2758,residential,electric,156.6521748759571
2759,residential,electric,164.4159205322998
2760,industrial,electric,24040.358690765024
2761,residential,electric,125.654076809037
2762,commercial,electric,1923.652330788583
2763,residential,electric,213.26953021286786
2764,agriculture,electric,558.8565830005451
2765,residential,electric,110.01686587684718
2766,residential,electric,174.21679166016307
2767,commercial,electric,1124.4455486292165
2768,commercial,electric,1348.7845254150513
2769,other,electric,4242.732628759514
2770,industrial,electric,35389.052092422564
2771,residential,electric,224.13989528641233
2772,commercial,electric,1614.4300873642378
2773,residential,electric,96.9718274153342
2774,residential,electric,188.28029720036722
2775,other,electric,6123.996468196979
2776,residential,electric,176.8619920706037
2777,industrial,electric,29065.957067543786
2778,industrial,electric,25008.5199671633
2779,residential,electric,150.3542458549369
2780,residential,electric,115.59708362858117
2781,residential,electric,205.18041406664977
2782,residential,electric,148.5252497875523
2783,residential,electric,200.13158709721543
2784,residential,electric,190.43145621893916
2785,commercial,electric,2304.9894492114067
2786,residential,electric,135.46813411334273
2787,residential,electric,187.41351782580077
2788,industrial,electric,67541.16537857741
2789,residential,electric,127.97025880652357
2790,residential,electric,186.35566752691548
2791,residential,electric,228.94139844425334
2792,commercial,electric,2076.00403174946
2793,commercial,electric,2248.731685111357
2794,industrial,electric,71261.26368548408
2795,residential,electric,344.3580571146158
2796,residential,electric,149.88453784440838
2797,residential,electric,123.524341092155
2798,residential,electric,134.720646368195
2799,agriculture,electric,556.5313407147594
2800,residential,electric,197.47490977477315
2801,agriculture,electric,747.2927598070278
2802,commercial,electric,1456.2495895292584
2803,residential,electric,241.38201379713882
2804,residential,electric,259.69346535864815
2805,other,electric,6135.046206258953
2806,industrial,electric,42345.3904488766
2807,commercial,electric,1058.6634985980272
2808,industrial,electric,16068.725725186432
2809,residential,electric,110.05499047431617
2810,residential,electric,285.2278524029497
2811,commercial,electric,2084.60092990612
2812,residential,electric,123.32533417154472
2813,residential,electric,226.33711211923108
2814,residential,electric,151.1127223240317
2815,residential,electric,158.34395662415218
2816,residential,electric,120.6476964794375
2817,residential,electric,235.80715242114928
2818,commercial,electric,1442.5545617671748
2819,residential,electric,368.52733909743216
2820,residential,electric,210.20238448062315
2821,residential,electric,122.70315826183936
2822,other,electric,3410.3062708667153
2823,commercial,electric,2197.028793332364
2824,residential,electric,126.15918125419566
2825,residential,electric,223.665359912455
2826,industrial,electric,27245.394657165067
2827,other,electric,5077.302931407292
2828,residential,electric,140.18016739586943
2829,residential,electric,142.43750905518732
2830,commercial,electric,1159.9450690985764
2831,commercial,electric,1354.4229603475308
2832,residential,electric,202.91938915274505
2833,residential,electric,130.1864465739926
2834,residential,electric,219.63651990114138
2835,residential,electric,191.0031266320954
2836,other,electric,5327.437692773183
2837,residential,electric,287.6936814999354
2838,agriculture,electric,1367.6942965119722
2839,residential,electric,191.11886571923768
2840,industrial,electric,17146.777234143447
2841,residential,electric,316.205936414968
2842,residential,electric,145.22034030138863
2843,residential,electric,208.47978515601713
2844,residential,electric,203.56259545745795
2845,residential,electric,158.10970532351507
2846,other,electric,8510.63255373606
2847,agriculture,electric,517.9764230561977
2848,residential,electric,232.0352870327643
2849,residential,electric,165.61083301878043
2850,commercial,electric,1720.359841792921
2851,residential,electric,119.53628740249938
2852,commercial,electric,1674.6718904858956
2853,residential,electric,117.24440541264701
2854,residential,electric,288.6199099536999
2855,residential,electric,236.79690577504542
2856,other,electric,3899.210875675567
2857,commercial,electric,877.571016938176
2858,residential,electric,133.22349718705232
2859,residential,electric,133.04616490525848
2860,commercial,electric,1217.525457270735
2861,residential,electric,147.35019635137957
2862,commercial,electric,1598.1328015154093
2863,commercial,electric,2028.314587928747
2864,residential,electric,132.41152792981595
2865,residential,electric,144.24349292661782
2866,industrial,electric,32859.574635596735
2867,industrial,electric,41921.111032000124
2868,commercial,electric,2519.0027758301026
2869,commercial,electric,1036.7850720032359
2870,residential,electric,216.14296139103428
2871,residential,electric,162.573154574158
2872,other,electric,7585.6548367850955
2873,industrial,electric,50157.79523495605
2874,residential,electric,185.76051300066385
2875,residential,electric,133.44930164414097
2876,residential,electric,101.48984552203117
2877,residential,electric,190.141579233968
2878,residential,electric,115.9505161999602
2879,residential,electric,168.1979225907454
2880,residential,electric,205.86519779400948
2881,commercial,electric,1439.1517598443813
2882,commercial,electric,825.3159262525094
2883,residential,electric,162.45369788492272
2884,other,electric,4991.773336031429
2885,industrial,electric,39810.52541374112
2886,commercial,electric,1651.5462892791131
2887,commercial,electric,1839.4799682462365
2888,residential,electric,280.41413944934055
2889,commercial,electric,2353.726404936284
2890,residential,electric,201.50670862449672
2891,industrial,electric,16494.628434931845
2892,residential,electric,131.12029779486795
2893,residential,electric,142.5418982999897
2894,commercial,electric,2142.931410191797
2895,residential,electric,141.2601653552322
2896,residential,electric,137.61684280042525
2897,residential,electric,179.09339891943125
2898,industrial,electric,9752.28151164506
2899,commercial,electric,2103.4949445108628
2900,residential,electric,259.88440274117704
2901,residential,electric,252.23462653195037
2902,commercial,electric,2424.780363768493
2903,commercial,electric,1411.5311412367932
2904,residential,electric,253.26992834838632
2905,residential,electric,195.21993487927512
2906,residential,electric,125.14008768156259
2907,agriculture,electric,610.9692736007383
2908,commercial,electric,797.5884795647196
2909,commercial,electric,1209.61311201885
2910,commercial,electric,1778.0460581089021
2911,residential,electric,133.62418870058806
2912,commercial,electric,1440.2115597289346
2913,residential,electric,161.14038671382593
2914,commercial,electric,1794.767718215258
2915,agriculture,electric,1167.8863994337469
2916,residential,electric,142.7769284857721
2917,residential,electric,155.17165035825133
2918,residential,electric,132.51209111723864
2919,commercial,electric,1690.0356111589813
2920,residential,electric,95.30809041091356
2921,residential,electric,170.0893958260899
2922,industrial,electric,17985.03589613564
2923,residential,electric,250.22645387301196
2924,residential,electric,232.35046418229098
2925,agriculture,electric,475.4129995084461
2926,residential,electric,198.23524961719178
2927,agriculture,electric,375.43443061586225
2928,residential,electric,154.72591037356668
2929,agriculture,electric,540.9249336234826
2930,residential,electric,145.3495866229044
2931,residential,electric,301.94761116407125
2932,commercial,electric,2199.515893004597
2933,commercial,electric,1627.7502568372267
2934,residential,electric,148.7848367302363
2935,residential,electric,138.97109494745965
2936,agriculture,electric,869.7862249717031
2937,residential,electric,228.87595175310832
2938,residential,electric,209.81856005010235
2939,residential,electric,129.31057779394283
2940,commercial,electric,819.9702874655018
2941,residential,electric,267.6959335951491
2942,residential,electric,164.03021088194578
2943,industrial,electric,43594.18005103372
2944,residential,electric,111.64077627337294
2945,residential,electric,154.0109428326904
2946,residential,electric,167.14660688275077
2947,residential,electric,296.93888612033186
2948,residential,electric,258.6595247424869
2949,commercial,electric,3866.576679288875
2950,residential,electric,144.59915795290374
2951,industrial,electric,9023.262367326975
2952,industrial,electric,35043.54251759545
2953,residential,electric,139.7049833604973
2954,industrial,electric,47004.655071598
2955,other,electric,5879.631681938158
2956,residential,electric,234.36274940429735
2957,residential,electric,202.76482228569418
2958,residential,electric,121.56546984183903
2959,commercial,electric,1699.1709580309273
2960,residential,electric,121.08828800847093
2961,commercial,electric,1004.8557295944975
2962,residential,electric,153.76217950065075
2963,commercial,electric,947.5760766608586
2964,residential,electric,182.09689831673492
2965,residential,electric,241.48470017389673
2966,residential,electric,166.83198235595503
2967,residential,electric,140.80667849390844
2968,residential,electric,213.17846119453438
2969,industrial,electric,13015.717036609836
2970,industrial,electric,64678.00906518794
2971,residential,electric,229.90002242667768
2972,commercial,electric,1636.2750442904396
2973,other,electric,6345.6609463555415
2974,agriculture,electric,411.3806065179652
2975,agriculture,electric,929.3554396690307
2976,residential,electric,227.02575117705007
2977,residential,electric,219.82956896342995
2978,residential,electric,183.19217267429633
2979,residential,electric,151.17779343875682
2980,residential,electric,221.78405163800008
2981,residential,electric,230.31212353622544
2982,residential,electric,206.52955648671906
2983,other,electric,2972.456010505473
2984,residential,electric,195.3876117189443
2985,residential,electric,281.24099117261403
2986,residential,electric,194.05832291188625
2987,commercial,electric,1525.9106000164725
2988,residential,electric,109.80818111904543
2989,commercial,electric,897.0436399149794
2990,industrial,electric,29207.843380452738
2991,residential,electric,255.04967000402218
2992,other,electric,5869.292901990265
2993,residential,electric,157.79054637067188
2994,residential,electric,147.81590397305382
2995,industrial,electric,21151.699930535895
2996,commercial,electric,1380.715229426422
2997,residential,electric,152.92851192494766
2998,commercial,electric,601.1971381257546
2999,residential,electric,152.9588636938782
3000,commercial,electric,2036.1886435459407
3001,other,electric,2347.413322254562
3002,residential,electric,141.72672592661849
3003,other,electric,2091.322209877537
3004,residential,electric,231.36593343371365
3005,residential,electric,95.0586472679783
3006,commercial,electric,810.5392081572354
3007,residential,electric,217.67427579073689
3008,residential,electric,140.16651962663298
3009,residential,electric,187.42872830964654
3010,residential,electric,194.59592568677076
3011,industrial,electric,27710.76738990634
3012,residential,electric,180.29418526400303
3013,residential,electric,106.66245295789885
3014,other,electric,2846.9567420084372
3015,residential,electric,136.45845619131876
3016,residential,electric,116.23579536107812
3017,commercial,electric,1153.302680046656
3018,residential,electric,382.107550459765
3019,commercial,electric,912.3502683894209
3020,commercial,electric,871.331336994467
3021,industrial,electric,32942.231049457805
3022,other,electric,4327.858328706879
3023,residential,electric,208.73057354793815
3024,residential,electric,109.00450673152594
3025,commercial,electric,1652.887843532587
3026,residential,electric,121.76915185061628
3027,residential,electric,141.90190267570748
3028,industrial,electric,75874.31876184304
3029,agriculture,electric,808.2870966431128
3030,residential,electric,152.7425806085336
3031,residential,electric,135.72820742001807
3032,industrial,electric,51093.147366837016
3033,residential,electric,110.11204775793075
3034,commercial,electric,1682.7822866741658
3035,residential,electric,92.9927592774494
3036,residential,electric,83.2250919416202
3037,commercial,electric,946.9113256305712
3038,commercial,electric,1484.9669560131804
3039,residential,electric,159.29216932170348
3040,residential,electric,207.81272073958573
3041,commercial,electric,833.2438110837157
3042,agriculture,electric,732.4259482599967
3043,residential,electric,193.29901100559275
3044,industrial,electric,49430.993906150754
3045,residential,electric,187.5335122256519
3046,agriculture,electric,901.4315153009833
3047,agriculture,electric,921.7882169502478
3048,residential,electric,119.86987501842002
3049,residential,electric,215.00807767476414
3050,other,electric,3630.8219221932686
3051,residential,electric,175.4816689924915
3052,industrial,electric,45974.10095100827
3053,commercial,electric,1379.9645864513109
3054,residential,electric,160.196100423619
3055,residential,electric,295.1425311535714
3056,residential,electric,293.1097190375564
3057,residential,electric,272.08176340450075
3058,commercial,electric,1610.4900727912955
3059,commercial,electric,1404.6958811827783
3060,agriculture,electric,453.43551730282974
3061,residential,electric,201.92799173717933
3062,commercial,electric,1239.0219143087872
3063,commercial,electric,1087.5570977834525
3064,residential,electric,129.82375402308827
3065,residential,electric,232.02435851574512
3066,residential,electric,232.1536328728768
3067,industrial,electric,8449.203133691524
3068,residential,electric,151.27609678868794
3069,residential,electric,202.54850973930246
3070,residential,electric,182.51596537145025
3071,commercial,electric,1307.9907348238178
3072,residential,electric,76.61843750697633
3073,commercial,electric,1447.9092118972799
3074,commercial,electric,1782.6873020538465
3075,industrial,electric,32733.878167280574
3076,industrial,electric,9516.508440005535
3077,residential,electric,190.03823225981856
3078,commercial,electric,1601.9560575985392
3079,residential,electric,180.37887966447184
3080,other,electric,6167.4233263986725
3081,commercial,electric,1489.145944100787
3082,residential,electric,218.23759423829114
3083,residential,electric,209.2413088734025
3084,commercial,electric,1284.777854223957
3085,commercial,electric,672.8422236373543
3086,residential,electric,153.4745386029852
3087,industrial,electric,22381.203041932276
3088,commercial,electric,1631.4104837419857
